Review,Rating,Cleaned_Review,VADER_Compound,VADER_Positive,VADER_Negative,VADER_Neutral,Sentiment
,10/10,nan,0.0,0.0,0.0,1.0,Neutral
"Honestly the movie wasnt as bad as i thought it would be and i think Rachel Zegler did okay. However... gal gadot.. she cant act for anything and her expressions always ruin it for me... 1/10. I wish they didnt include her in this movie and she was point blank, the worst thing in this movie and everytime she appeared on screen i wanted to skip forward and not see her at all. Awful awful.

Overall, I wish the movie was more magical and a little more whimsy like and im still upset about the cgi use of dwarves. Totally let down on that part and I really was expecting a lot of magical elements but oh well.",1/10,honestli movi wasnt bad thought would think rachel zegler okay howev gal gadot cant act anyth express alway ruin wish didnt includ movi point blank worst thing movi everytim appear screen want skip forward see aw aw overal wish movi magic littl whimsi like im still upset cgi use dwarf total let part realli expect lot magic element oh well,0.3716,0.21,0.137,0.653,Positive
"Watched it for free from a friend who works at amc and it was bad, glad I didn't pay to see this ☝🏽 but never again will I see a Disney movie like this, sure hope they don't mess up lilo and stitch. That's the only movie i'm coming in to see since that's my day one there but yeah horrible movie and I feel bad for those who are paying high price tickets to watch Snow White. Overall don't watch it as Disney should know our generation is evolving and should stop using old fairy tales to make profit as they been successful with their other movies and they should keep it that way but yeah horrible movie.",1/10,watch free friend work amc bad glad pay see never see disney movi like sure hope mess lilo stitch movi come see sinc day one yeah horribl movi feel bad pay high price ticket watch snow white overal watch disney know gener evolv stop use old fairi tale make profit success movi keep way yeah horribl movi,0.9287,0.337,0.173,0.49,Positive
"What happened to the '50s, '60s, '70s, and '80s era when Disney made solid movies that were classics for decades?

I'd rather dry shave with the dull side of a butter knife than watch another Disney movie.

We went as a family to see this long anticipated version of Snow White, only to discover that it was poorly made and acted. Disney has gotten lazy, hired awful writers, and lastly seems to care about profit margins only.

Disney has disappointed us on so many different occasions these days that I've decided, as a family, that Disney is off our radar now permanently. We'll spend our time and money somewhere else.",1/10,happen era disney made solid movi classic decad rather dri shave dull side butter knife watch anoth disney movi went famili see long anticip version snow white discov poorli made act disney gotten lazi hire aw writer lastli seem care profit margin disney disappoint u mani differ occas day decid famili disney radar perman spend time money somewher els,0.3182,0.116,0.082,0.802,Positive
"I think if I was a 10 year old girl or under I would have loved this.

I've seen all the other Snow White movies and unfortunately as much as I like Gal Godot she didn't hold a candle to Charlize Theron in her portrayal, maybe she shouldn't have tried a musical. In fact I think this movie was more musical theatre than a big screen film. I felt like they may have spent the majority of the budget to get Gal to do the movie, she didn't have a huge amount of lines and what she did have she over acted in them.

The female lead playing Snow White was a great actress but I also think it was just rubbish directing and and musical theatre

The story was odd, think of Snow White, the seven dwarves and Robin and his merry men. It was hard to watch. Like I said, if I was a 10 year old girl I probably would have loved it. I loved Gals costumes, they spent too much to get her and not enough on the rest of the film. My lowest rating ever for a movie. 1 star.",1/10,think year old girl would love seen snow white movi unfortun much like gal godot hold candl charliz theron portray mayb tri music fact think movi music theatr big screen film felt like may spent major budget get gal movi huge amount line act femal lead play snow white great actress also think rubbish direct music theatr stori odd think snow white seven dwarf robin merri men hard watch like said year old girl probabl would love love gal costum spent much get enough rest film lowest rate ever movi star,0.9738,0.253,0.055,0.692,Positive
"I desperately wanted to give this Snow White movie 0 stars, but IMDb forces me to settle for a measly 1. This film is an utter trainwreck. The acting is stiff and lifeless, as if the cast was half-asleep. The dialogue is so cringe-worthy it physically hurts, and the plot meanders aimlessly, stretching a simple story into a tedious, unbearable slog. The special effects are cheap and dated think awful CGI from a decade ago and the costumes look like rejects from a high school play. Even the classic apple scene lacks any tension or magic. It's a soulless cash grab that tarnishes the fairy tale. Skip it and save your sanity.",1/10,desper want give snow white movi star imdb forc settl measli film utter trainwreck act stiff lifeless cast dialogu physic hurt plot meander aimlessli stretch simpl stori tediou unbear slog special effect cheap date think aw cgi decad ago costum look like reject high school play even classic appl scene lack tension magic soulless cash grab tarnish fairi tale skip save saniti,0.1027,0.16,0.141,0.699,Positive
"One of the worst films I have ever seen, completely removed from the traditionally family friendly oriented Disney movies. The performance of Zegler was arguably still better than some co-stars, Disney has a problem in understanding her public.

The mixing of the music is very bad, cinematography is not adding to the story, the white costume party very unbelievable and psychotic in nature.

I went with my kids and even they didn't like it whatsoever, they are watching cheap 3D movies all the time. The musical composition is very predictable, if you can hear the notes due to the very bad mixing.

Not recommended, also for children.",2/10,one worst film ever seen complet remov tradit famili friendli orient disney movi perform zegler arguabl still better disney problem understand public mix music bad cinematographi ad stori white costum parti unbeliev psychot natur went kid even like whatsoev watch cheap movi time music composit predict hear note due bad mix recommend also child,-0.7845,0.115,0.201,0.684,Negative
"Let's be honost. Walt Disney would never have allowed this to happen. What is wrong with Disney today ? How can they put so much money is a movie which everybody knew it was doomed from the beginning ? Ok, Zegler can sing but making her Snow White was the worst idea in the history of bad ideas. Using CGI for the dwarfs ? Come on ! I was hoping at least Gal Gadot would save this movie but she was overacting all the time. This movie is terrible. Walked out of the theatre after 40 minutes. Couldn't bare it anymore... Came home, got me a cold beer and watched a good old pixar movie to save my evening.",2/10,let honost walt disney would never allow happen wrong disney today put much money movi everybodi knew doom begin ok zegler sing make snow white worst idea histori bad idea use cgi dwarf come hope least gal gadot would save movi overact time movi terribl walk theatr minut could bare anymor came home got cold beer watch good old pixar movi save even,0.6108,0.207,0.146,0.647,Positive
"I really enjoyed it. I thought the music was really good and every single shot was visually stunning. A really beautiful movie. I saw it in IMAX and the animation was really well done and fluid. The characters had so much emotion. It was a very nostalgic movie, retelling an old story with updated technology while still nodding to iconic pieces of the original film and the characters in it. I found myself connecting with unsuspecting characters and being provoked by their reactions to the plot. Parts of it were fun loving, light and silly in a good way, while other parts were more serious with strong emotion. Overalls well balanced and enjoyable for the whole family.",10/10,realli enjoy thought music realli good everi singl shot visual stun realli beauti movi saw imax anim realli well done fluid charact much emot nostalg movi retel old stori updat technolog still nod icon piec origin film charact found connect unsuspect charact provok reaction plot part fun love light silli good way part seriou strong emot overal well balanc enjoy whole famili,0.9781,0.339,0.0,0.661,Positive
"I approached the film with low expectations, but what awaited me there undercut even these. This film is not just a failed remake - it is a prime example of how to distort a timeless classic beyond recognition. The magic of the original has been replaced by sterile images, lifeless acting and a plot that is clearly ashamed of its own identity.

Rachel Zegler as Snow White comes across as consistently distant, almost as if she doesn't believe in the story she's telling. Her performance lacks warmth, and any form of charisma is sorely missing. And while her voice has potential, the songs remain pale and forgettable the moment they fade. The musical magic of the original? Gone without a trace.

Gal Gadot, who visually fits the role of the Evil Queen without question, delivers a performance that swings between overacted pathos and emotionless routine. She's neither frightening nor fascinating - just completely out of place. Her scenes feel more like a fashion campaign with dialogue than a film performance.

What shocked me most was the visual execution. Despite the enormous budget, the film looks like an overlong commercial from post-production hell. The CGI depiction of the ""dwarfs"" (if we're even allowed to call them that anymore) is so artificial, I felt secondhand embarrassment. These figures have neither charm nor personality - they are mere digital shadows of once-beloved characters.

But the film's biggest flaw lies in its core attitude: instead of developing the story or respectfully reinterpreting it, it goes out of its way to distance itself from the original - and in doing so, completely loses its emotional core. The romantic component is sacrificed for ideological reasons without offering anything of equal value in return. What remains is a narrative that neither moves nor inspires.

Throughout the entire runtime, I kept asking myself why this film even exists. Anyone who loves the original should avoid this soulless product at all costs. Disney hasn't just missed an opportunity here - they've damaged a cultural legacy. Too bad about the time - and even more about the memory.",1/10,approach film low expect await undercut even film fail remak prime exampl distort timeless classic beyond recognit magic origin replac steril imag lifeless act plot clearli asham ident rachel zegler snow white come across consist distant almost believ stori tell perform lack warmth form charisma sore miss voic potenti song remain pale forgett moment fade music magic origin gone without trace gal gadot visual fit role evil queen without question deliv perform swing overact patho emotionless routin neither frighten fascin complet place scene feel like fashion campaign dialogu film perform shock visual execut despit enorm budget film look like overlong commerci hell cgi depict dwarf even allow call anymor artifici felt secondhand embarrass figur neither charm person mere digit shadow charact film biggest flaw lie core attitud instead develop stori respect reinterpret go way distanc origin complet lose emot core romant compon sacrif ideolog reason without offer anyth equal valu return remain narr neither move inspir throughout entir runtim kept ask film even exist anyon love origin avoid soulless product cost disney miss opportun damag cultur legaci bad time even memori,-0.9453,0.105,0.183,0.712,Negative
"If there was an Oscar for most overrated movie of all time this absolute shambles of a so called movie would win it.

The so called acting was abysmal, I've honestly seen better acting at day care centre Christmas play. These so called actors would be better off getting acting lessons from the children because they're 100 more times better than these so called movie stars. If this is the best that they can do with such a huge budget then I have serious concerns for these so called Disney executives who decided to go ahead with this movie.

Everything from start to finish was terrible. The best part was was walking out at the end and buying a ticket to see a different movie.",1/10,oscar overr movi time absolut shambl call movi would win call act abysm honestli seen better act day care centr christma play call actor would better get act lesson child time better call movi star best huge budget seriou concern call disney execut decid go ahead movi everyth start finish terribl best part walk end buy ticket see differ movi,0.9814,0.361,0.0,0.639,Positive
"This live-action adaptation falls far short of honoring the original *Snow White*. Rather than capturing the magic and charm of the classic, it strips away everything that made the original so beloved and replaces it with poorly executed changes. The heartwarming storytelling, memorable characters, and enchanting atmosphere of the 1937 film have been replaced with a hollow and uninspired interpretation. Walt Disney would undoubtedly be disheartened to see how his timeless masterpiece has been mishandled. The production feels rushed and lacks the careful thought, artistry, and attention to detail that defined the original. From the lackluster visuals to the disjointed narrative, it's clear that this remake prioritizes quick profits over preserving the legacy of a film that once set the standard for animation and storytelling. It's a disappointing reminder that not every classic needs to be revisited-especially when the result fails to capture the essence of what made the original so special.",1/10,adapt fall far short honor origin snow white rather captur magic charm classic strip away everyth made origin belov replac poorli execut chang heartwarm storytel memor charact enchant atmospher film replac hollow uninspir interpret walt disney would undoubtedli dishearten see timeless masterpiec mishandl product feel rush lack care thought artistri attent detail defin origin lacklust visual disjoint narr clear remak priorit quick profit preserv legaci film set standard anim storytel disappoint remind everi classic need result fail captur essenc made origin special,0.7003,0.172,0.114,0.714,Positive
"As always, whenever there's a negative hype around a movie, my mindset is always, prove them wrong, give it a chance.

It's diabolical, honestly, I can't understand how so much money and so much time has gone into this, the final result is cringe worthy. It is an absolute shocker, I am stumped to find any positives.

It looks and feels so artificial, the sets, the animals, as for The Dwarves themselves, I have no words to express my feelings there.

What has happened to Disney? Zero originality. Also., not what I was expecting (and I expected nothing good from this....) if I'm honest, the worst offender, Gal Gadot, she looks sensational, but her performance, she's going to scoop some unwanted awards it's fair to say.

What I wasn't expecting, was just how poor the costumes would look on screen, Snow White's just doesn't translate very well, the hairstyle, what were they. Walt would have been SOO ashamed.",1/10,alway whenev neg hype around movi mindset alway prove wrong give chanc diabol honestli ca understand much money much time gone final result cring worthi absolut shocker stump find posit look feel artifici set anim dwarf word express feel happen disney zero origin expect expect noth good honest worst offend gal gadot look sensat perform go scoop unwant award fair say expect poor costum would look screen snow white translat well hairstyl walt would soo asham,0.1531,0.166,0.149,0.686,Positive
"My perceptive: Overall boring movie were most of it felt very forced to fit a narrative. Chi wassnt necessary and didn't feel like they put any effort into it. Bloated characters were they had the opportunity to use real people to make the movie diverse without crashing the original saga.

My children's notes: Both my girls were not enjoying the movie, they felt no connection to it and both of them was sad that they felt no ""princess"" vibe, the only thing they absolutely love with all these Disney princesses... and even they question the ending.

Outfit looked bad, straight from an Temu warehouse, had parts were it could have been good but got swooped back to the dumpster fire the movie truly was. Not worth the time.",2/10,percept overal bore movi felt forc fit narr chi wassnt necessari feel like put effort bloat charact opportun use real peopl make movi divers without crash origin saga child note girl enjoy movi felt connect sad felt princess vibe thing absolut love disney princess even question end outfit look bad straight temu warehous part could good got swoop back dumpster fire movi truli worth time,0.8298,0.248,0.147,0.605,Positive
"The recent Snow White remake, unfortunately, falls short of capturing the charm and heart of the original Disney classic. While it attempts to modernize the story, the film seems to prioritize contemporary themes over the fundamental aspects that made the original tale so beloved.

One of the main issues with this remake is its shift in focus from Snow White's personal growth and her relationships with the dwarfs to more modern, preachy themes about independence and self-reliance. These themes feel forced and detract from the emotional core of the story. The original Snow White was a symbol of kindness and resilience, and these qualities are less emphasized here, which makes the character feel less relatable and harder to root for.

The portrayal of Snow White in this version is another point of concern. While the actress delivers her performance with determination, the character's warmth and innocence-key to the original-are largely absent. Instead of an endearing figure, Snow White here feels more like a character shaped by modern ideals rather than the timeless virtues that made her stand out in the classic.

Similarly, the Evil Queen, once a complex and menacing villain, is reduced to a less compelling figure. Her motivations feel unclear, and the character lacks the depth and menace that made her such a memorable antagonist in the original film.

The film's attempt to infuse social commentary into the narrative is another area where it struggles. While it's important for films to reflect societal values, the messages in this remake often feel overly forced, detracting from the story rather than enhancing it. It's clear that the intention was to create a more empowering story, but the execution leaves much to be desired.

Visually, the film is polished and colorful, but its flashy aesthetics can't mask the lack of emotional depth. There's a sense that the filmmakers were more concerned with spectacle than with crafting a story that resonates with audiences on a deeper level.

Ultimately, while this Snow White remake offers a fresh take, it doesn't quite live up to the spirit of the original. It prioritizes modern themes over the timeless qualities of the classic story, which may leave long-time fans disappointed.",1/10,recent snow white remak unfortun fall short captur charm heart origin disney classic attempt modern stori film seem priorit contemporari theme fundament aspect made origin tale belov one main issu remak shift focu snow white person growth relationship dwarf modern preachi theme independ theme feel forc detract emot core stori origin snow white symbol kind resili qualiti less emphas make charact feel less relat harder root portray snow white version anoth point concern actress deliv perform determin charact warmth larg absent instead endear figur snow white feel like charact shape modern ideal rather timeless virtu made stand classic similarli evil queen complex menac villain reduc less compel figur motiv feel unclear charact lack depth menac made memor antagonist origin film film attempt infus social commentari narr anoth area struggl import film reflect societ valu messag remak often feel overli forc detract stori rather enhanc clear intent creat empow stori execut leaf much desir visual film polish color flashi aesthet ca mask lack emot depth sens filmmak concern spectacl craft stori reson audienc deeper level ultim snow white remak offer fresh take quit live spirit origin priorit modern theme timeless qualiti classic stori may leav fan disappoint,0.6486,0.117,0.089,0.793,Positive
"Disney's live-action Snow White fails to capture the magic of the original. The writing feels uninspired, the changes to the story seem forced, and the characters lack charm. The CGI is underwhelming, making the world feel artificial rather than enchanting. The lead performance is forgettable, and the iconic moments lose their emotional impact. The film tries to modernize the story but instead strips away its heart. Instead of celebrating a beloved classic, it feels like a soulless cash grab. Disney should focus on originality rather than remaking films with less passion. A disappointing and unnecessary adaptation.",1/10,disney snow white fail captur magic origin write feel uninspir chang stori seem forc charact lack charm cgi underwhelm make world feel artifici rather enchant lead perform forgett icon moment lose emot impact film tri modern stori instead strip away heart instead celebr belov classic feel like soulless cash grab disney focu origin rather remak film less passion disappoint unnecessari adapt,-0.4615,0.109,0.15,0.741,Negative
"Just terrible. Gal Gadot was the best actress by far, but it is kind of like being the best violinist on the Titanic as it goes down. Ziegler is simply unfit for a lead role in any movie. Her singing was passable, but certainly nothing outstanding and not up to so many of Disney's wonderful songs of the past. She reminds you of the people that got their lead role in the high school play because their mother knows someone. Kids were running around in the aisles playing with each other rather than watching the show, that's how bad it was. Couldn't even hold the interest of the little girls who came dressed up in their best Snow White attire. Just absolutely horrible; wretched. Big time secondhand embarrassment for Disney.",1/10,terribl gal gadot best actress far kind like best violinist titan go ziegler simpli unfit lead role movi sing passabl certainli noth outstand mani disney wonder song past remind peopl got lead role high school play mother know someon kid run around aisl play rather watch show bad could even hold interest littl girl came dress best snow white attir absolut horribl wretch big time secondhand embarrass disney,0.9666,0.292,0.063,0.644,Positive
,10/10,nan,0.0,0.0,0.0,1.0,Neutral
"Disney really needs to start paying attention to its audience rather than continuing to push a narrative that many fans feel disconnected from. The latest live-action adaptation of Snow White is a clear example of a missed opportunity. While Gal Gadot brings a captivating presence to her role and delivers a solid performance as the Evil Queen, Rachel Zegler falls flat as Snow White, lacking the charm and warmth that made the original character beloved. The film overall feels hollow, lacking the magic, heart, and storytelling that Disney classics are known for. It's a disappointing addition to the live-action lineup.",1/10,disney realli need start pay attent audienc rather continu push narr mani fan feel disconnect latest adapt snow white clear exampl miss opportun gal gadot bring captiv presenc role deliv solid perform evil queen rachel zegler fall flat snow white lack charm warmth made origin charact belov film overal feel hollow lack magic heart storytel disney classic known disappoint addit lineup,-0.3612,0.159,0.191,0.65,Negative
"This movie is an absolute disaster. The image of Snow White from my childhood has been completely destroyed. If the drastic change in her character was an accident, then Rachel's poor acting is a full-blown catastrophe. Her performance is exaggerated and unnatural-it's hard to believe she was chosen as the lead. Every director, writer, and crew member who agreed to cast her should leave the film industry. How could such a beautiful character be given to someone who looks so harsh and lacks any acting skills? Thank you to whoever cast the Queen-Gal is the only highlight of this movie. But even she couldn't save it from Rachel's dreadful performance. This is the worst movie I have ever seen, hands down.",1/10,movi absolut disast imag snow white childhood complet destroy drastic chang charact accid rachel poor act catastroph perform exagger hard believ chosen lead everi director writer crew member agre cast leav film industri could beauti charact given someon look harsh lack act skill thank whoever cast highlight movi even could save rachel dread perform worst movi ever seen hand,-0.8402,0.142,0.255,0.603,Negative
"The new Snow White adaptation is a disappointing departure from the beloved classic. Stripping away the heart of the original story, it replaces timeless themes of love, resilience, and adventure with a hollow, agenda-driven narrative. The charm and whimsy that made Snow White a fairytale icon are lost in lifeless dialogue and uninspired performances. The dwarfs, once a vital part of the story, are sidelined in favor of forgettable replacements. Even the Evil Queen, a character known for her chilling presence, feels underwhelming. Instead of crafting a fresh yet respectful reimagining, this version discards the essence of what made Snow White endure for generations. It's a soulless attempt at modernization that ultimately falls flat, leaving fans with little more than disappointment.",1/10,new snow white adapt disappoint departur belov classic strip away heart origin stori replac timeless theme love resili adventur hollow narr charm whimsi made snow white fairytal icon lost lifeless dialogu uninspir perform dwarf vital part stori sidelin favor forgett replac even evil queen charact known chill presenc feel underwhelm instead craft fresh yet respect reimagin version discard essenc made snow white endur gener soulless attempt modern ultim fall flat leav fan littl disappoint,0.6597,0.204,0.147,0.649,Positive
"Saw it today with my 7 year old. She can sit through any feature movie. Wish, frozen, tangled..and stay engaged and interested.

For this one she was bored and wanted to leave. I just went along but can say the movie looks ok, but there is no soul. Weird pacing and forced action scenes.

Main actress is almost distracting as she does not match the picture I have of Snow White.

Evil queen steals the show. Which throws a wrench in the story arc, as there is no way she would be jealous of snow whites beauty.

And why are the dwarves cgi? They look out of place in a live action movie.

Some songs and scenes are ok but overall it looks like a direct to video film.

(Aladdin 4 'Jafar May Need Glasses')",1/10,saw today year old sit featur movi wish frozen tangl stay engag interest one bore want leav went along say movi look ok soul weird pace forc action scene main actress almost distract match pictur snow white evil queen steal show throw wrench stori arc way would jealou snow white beauti dwarf cgi look place live action movi song scene ok overal look like direct video film aladdin may need glass,-0.079,0.16,0.152,0.689,Negative
"What an absolute disaster. The story lacked depth, the characters were bland, and the overall execution felt uninspired. The lead performance was forgettable, failing to capture the charm or magic of the classic tale. The visuals were unimpressive, and the pacing dragged, making it a chore to sit through. Any attempts at modernization felt forced and unnecessary, stripping away the timeless appeal of the original. It was one of the worst things I've watched, boring, disappointing, and completely devoid of the wonder that made Snow White a beloved classic. Oh god what a horrible experience! My eyes hurt!",1/10,absolut disast stori lack depth charact bland overal execut felt uninspir lead perform forgett fail captur charm magic classic tale visual unimpress pace drag make chore sit attempt modern felt forc unnecessari strip away timeless appeal origin one worst thing watch bore disappoint complet devoid wonder made snow white belov classic oh god horribl experi eye hurt,-0.9337,0.066,0.274,0.66,Negative
"I don't like to jump on the band wagon and have my opinion swayed by the masses. I'll make up my own mind thank you very much.

This film is aweful I'm sorry to say. A flat soulless film that's lost the magic of the original. Disney, you should be ashamed. You have spoilt a true classic movie by remaking it this way.

Miscast lead role. What were you thinking?

This is a movie beyond help and can't be fixed. How will Disney survive with these sort of decisions being made.

Maybe the remaking of such beloved movies should stop now and concentrate on the Disney theme parks and try not to mess them up.",1/10,like jump band wagon opinion sway mass make mind thank much film awe sorri say flat soulless film lost magic origin disney asham spoilt true classic movi remak way miscast lead role think movi beyond help ca fix disney surviv sort decis made mayb remak belov movi stop concentr disney theme park tri mess,0.5423,0.163,0.109,0.729,Positive
"I finally sat down to watch and, well, I wish I could say I was surprised by how dreadful it turned out to be-but I'm not. This film is an absolute trainwreck, a joyless slog that somehow manages to butcher a timeless classic while offering nothing worthwhile in return.

The script is a disaster, lurching between awkward attempts at modernizing the story and clinging to bits of the original that don't even fit anymore. They've swapped out the prince for some bandit named Jonathan (Andrew Burnap), who's about as memorable as a wet sock, and the romance feels tacked on like an afterthought. I couldn't tell if they wanted her to be a fierce leader or a swooning princess, so they just mashed both together and called it ""depth.""",1/10,final sat watch well wish could say surpris dread turn film absolut trainwreck joyless slog somehow manag butcher timeless classic offer noth worthwhil return script disast lurch awkward attempt modern stori cling bit origin even fit anymor swap princ bandit name jonathan andrew burnap memor wet sock romanc feel tack like afterthought could tell want fierc leader swoon princess mash togeth call depth,0.25,0.15,0.109,0.741,Positive
"Just utterly bad and disappointing... what happened to Disney... it is below expectations for a film that reportedly cost more than $270m. Disney, once again, took a classic, wonderful movie and ruined it. I went to see it with my wife and we decided within 30 minutes that we would not take our children. This movie just shows that Disney is losing their creativity. Not to mention the acting is terrible. Why cast someone who doesn't respect the original film? Snow White was worse than I expected. It had no idea what it wanted to be as a movie, and Gal Gadot as the villain struggled with acting capability and failed to establish the necessary intimidating presence required for the role. The musical numbers failed to hit the mark, the CGI was substandard, and overall, the movie was just a mess. Barely deserved 1 star.",1/10,utterli bad disappoint happen disney expect film reportedli cost disney took classic wonder movi ruin went see wife decid within minut would take child movi show disney lose creativ mention act terribl cast someon respect origin film snow white wors expect idea want movi gal gadot villain struggl act capabl fail establish necessari intimid presenc requir role music number fail hit mark cgi substandard overal movi mess bare deserv star,-0.9686,0.063,0.285,0.652,Negative
,10/10,nan,0.0,0.0,0.0,1.0,Neutral
"Title says it all. Just dont watch. Its not even interestingly bad. Its just annoying to sit through. Terrible on every level. I can generate a better movie using AI.

The movie was a disappointment, with underdeveloped characters and clunky dialogue. The pacing was slow and unengaging, leading to a lackluster viewing experience. Overall, it felt shallow and failed to leave a lasting impact.

Acting was extremely uninspired, making it hard to connect emotionally. The entire film felt like a missed opportunity. What an absolute waste. I havent wanted to complain more about wasted time than after this absolute trainwreck.

This will be remade and RECAST in very short order. Guaranteed. Please delete this from the collective consciousness.",1/10,titl say dont watch even interestingli bad annoy sit terribl everi level gener better movi use ai movi disappoint underdevelop charact clunki dialogu pace slow unengag lead lacklust view experi overal felt shallow fail leav last impact act extrem uninspir make hard connect emot entir film felt like miss opportun absolut wast havent want complain wast time absolut trainwreck remad recast short order guarante pleas delet collect conscious,-0.808,0.091,0.204,0.704,Negative
"Honestly, I wouldn't have given this any stars if I didn't have to. Gal Gadot's performance was beyond disappointing-her line delivery felt so forced, unnatural, and completely lacking in emotion. She didn't bring any depth or presence to the role, and it honestly made the entire thing hard to watch. Compared to Charlize Theron's version, which had power and nuance, Gal's version felt like a parody. It just didn't land at all. The only reason I'm giving this any stars is because of Rachel-her vocals were stunning, and her acting actually brought some life to the film. Gal ruined it for me. Major yikes.",1/10,honestli would given star gal gadot perform beyond line deliveri felt forc unnatur complet lack emot bring depth presenc role honestli made entir thing hard watch compar charliz theron version power nuanc gal version felt like parodi land reason give star vocal stun act actual brought life film gal ruin major yike,-0.6124,0.043,0.129,0.828,Negative
,1/10,nan,0.0,0.0,0.0,1.0,Neutral
"Gal Gadot's as of the Evil Queen in Snow White is, unfortunately, a major misstep. Her performance falls flat in almost every other aspect. Her line delivery lacks the depth and menace needed for such an iconic role, making her character feel more like a cartoonish exaggeration than a truly intimidating force.

One of the biggest issues with Gadot's acting is her emotional range-or lack thereof. Rather than bringing a nuanced, layered villain to life, her performance comes across as forced and unnatural. Instead of exuding an effortless aura of wickedness, her delivery feels stiff and overly rehearsed. The Evil Queen should command the screen with a chilling presence, but Gadot's portrayal feels more like a parody, as if she's trying too hard to be menacing without actually achieving it.

Another glaring flaw is how she handles the dialogue.",1/10,gal gadot evil queen snow white unfortun major misstep perform fall flat almost everi aspect line deliveri lack depth menac need icon role make charact feel like cartoonish exagger truli intimid forc one biggest issu gadot act emot lack thereof rather bring nuanc layer villain life perform come across forc unnatur instead exud effortless aura wicked deliveri feel stiff overli rehears evil queen command screen chill presenc gadot portray feel like parodi tri hard menac without actual achiev anoth glare flaw handl dialogu,-0.9501,0.05,0.216,0.734,Negative
"Disney falls victim to the utterly unnecessary, out of proportion and non-sensical interpretation of a classic fairy tale. If you want to introduce modern day themes, could you please come up with fairy tales of your own instead of changing so much the original story that it loses any authenticity and becomes simply incredulous? Disney had previously no issues with inventing new characters with their very own storylines and frankly speaking this is how you adequately address relevant modern day themes and remain relevant. Otherwise the whole endeavour falls short of authenticity.

Rachel Zegler is super talanted and initially seemed a nice fit but her attitude to the criticism reflects poorely on her performance. Now, when you watch her on screen you don't see Snow White, all you can think of is her reaction to the critiicism. That makes her actually out of character here.",1/10,disney fall victim utterli unnecessari proport interpret classic fairi tale want introduc modern day theme could pleas come fairi tale instead chang much origin stori lose authent becom simpli incredul disney previous issu invent new charact storylin frankli speak adequ address relev modern day theme remain relev otherwis whole endeavour fall short authent rachel zegler super talant initi seem nice fit attitud critic reflect poor perform watch screen see snow white think reaction critiic make actual charact,0.128,0.117,0.112,0.771,Positive
"I wanted to like this movie, but everything about this movie is horrendous. The CGI, stiff acting, and the disrespect against the original. Especially Gal Gadot's acting was horrible. She wasn't intimidating or charismatic. Zegler was also not good in this movie. Not even her singing skills could salvage the movie. I don't know how did they come up with the idea of remaking the beautiful into something so bland, boring and pointless. If you're gonna make a ""princess"" movie by changing everything about the princess, then change the movie title. I'm gonna watch the original again just to clean my eyes.",1/10,want like movi everyth movi horrend cgi stiff act disrespect origin especi gal gadot act horribl intimid charismat zegler also good movi even sing skill could salvag movi know come idea remak beauti someth bland bore pointless gon na make princess movi chang everyth princess chang movi titl gon na watch origin clean eye,0.5574,0.151,0.077,0.772,Positive
"We don't have a TV or iPads at home, so when we go to the cinema, it's an event. A treat. A moment to savor. But halfway through this film, my kids turned to me and asked to leave. Not to go to the bathroom. Not because they were tired. But because they wanted to go home.

That alone says everything.

I didn't enjoy it either, but let's be honest-my opinion doesn't matter. It's a kids' movie, after all. Yet somehow, the very audience it was made for-the wide-eyed, story-loving children-sat there, unmoved. Uninterested. Unenchanted.

And as we walked out of that theater, my kids didn't ask what happened next. They didn't ask about the ending. They didn't ask for popcorn on the way home.

They just wanted to forget.",1/10,tv ipad home go cinema event treat moment savor halfway film kid turn ask leav go bathroom tire want go home alon say everyth enjoy either let opinion matter kid movi yet somehow audienc made unmov uninterest unench walk theater kid ask happen next ask end ask popcorn way home want forget,0.6908,0.167,0.033,0.8,Positive
,10/10,nan,0.0,0.0,0.0,1.0,Neutral
"Wow... this movie was bad. I went in hoping for at least something enjoyable, but honestly, it was just a mess from start to finish. The story felt weirdly disjointed, the CGI was awful, and the characters had zero chemistry. It didn't even feel like Snow White-more like a cheap knockoff trying way too hard to be modern.

The only thing that wasn't completely terrible? Rachel Zegler's singing. I'll give her that-she has a great voice, and it was literally the only thing keeping me from completely zoning out. But even that couldn't save this train wreck of a movie.

My girlfriend hated it too, which says a lot because she's usually way more forgiving about movies than I am. We both walked out wondering why Disney even bothered making this. Definitely a 1-star experience, and I wouldn't recommend it to anyone.",1/10,wow movi bad went hope least someth enjoy honestli mess start finish stori felt weirdli disjoint cgi aw charact zero chemistri even feel like snow like cheap knockoff tri way hard modern thing complet terribl rachel zegler sing give great voic liter thing keep complet zone even could save train wreck movi girlfriend hate say lot usual way forgiv movi walk wonder disney even bother make definit experi would recommend anyon,0.8519,0.252,0.167,0.581,Positive
